Leadership-Al_Ma'idah-3,1
Leadership-Al_Ma'idah-55,1
Leadership-Al_Ma'idah-67,1
Leadership-Al_A’raf-181,1
Leadership-Ar_Ra’d-13,1
Leadership-Al_Ahzaab-33,1
Leadership-Al_Najm-1,1
Leadership-Al_Najm-2,1
Leadership-Al_Najm-3,1
Leadership-Al_Najm-4,1
Generosity-Al_Baqrah-274,1
Generosity-At_Tawbah-79,1
Generosity-Al_Muminoon-4,1
Generosity-Al_Ahzaab-35,1
Generosity-An Noor-37,1
Devotion-Al_Baqara-156,1
Devotion-Al_Baqara-157,1
Devotion-Al_Baqara-207,1
Devotion-Aal_Imran-61,1
Devotion-Aal_Imran-145,1
Devotion-Aal_Imran-146,1
Devotion-Aal_Imran-147,1
Devotion-Aal_Imran-148,1
Devotion-Aal_Imran-173,1
Devotion-Aal_Imran-174,0
Devotion-Aal_Imran-175,0
Devotion-Aal_Imran-176,0
Devotion-Aal_Imran-177,0
Devotion-Al_Mai’dah-54,1
Devotion-Al_Mai’dah-55,0
Devotion-Al_Mai’dah-56,0
Kindness_and_Love-Al_Hashr-9,1
Kindness_and_Love-Al_Nahl-90,1
Kindness_and_Love-Al_Insaan-8,1
Spirituality-Az_Zumar-33,1
Spirituality-Ash_Shura-1,1
Spirituality-Aal_Imran-103,1
Spirituality-An_Nisa-83,1
Spirituality-Al_Anaam-153,1
Spirituality-Al_A’raf-44,1
Spirituality-Al_A’raf-46,1
Spirituality-Al_A’raf-157,1
Spirituality-Al_Anfaal-11,1
Spirituality-Al_Anfaal-62,1
